order_id,customer_id,product,quantity,unit_price,status,order_date,region,sales_rep
ORD-01038,CUST-7521,Wireless Mouse,7,77.91,completed,2024/08/27,South,REP-127
ORD-01039,CUST-1407,Smart Watch,5,975.99,completed,12-21-2025,West,REP-159
ORD-01040,CUST-3453,Smart Watch,17,114.55,refunded,2024-10-18,Central,REP-166
ORD-01041,CUST-9666,USB-C Hub,4,385.26,completed,2024-04-11,North,REP-105
ORD-01042,CUST-8749,Graphics Card RTX,7,611.59,completed,2024/05/26,East,REP-104
ORD-01043,CUST-2678,Portable Charger,18,152.16,completed,2024-10-22,East,REP-124
ORD-01044,CUST-1517,4K Monitor,19,846.56,completed,2025-07-11,West,REP-193
ORD-01045,CUST-2250,External SSD 1TB,18,846.02,completed,2024/02/15,North,REP-139
ORD-01046,CUST-7554,LED Desk Lamp,13,758.08,pending,09-06-2024,West,REP-172
ORD-01047,CUST-6809,Noise Cancelling Headphones,18,172.56,cancelled,2024-07-02,Central,REP-171
ORD-01048,CUST-8184,Ergonomic Chair,3,355.35,pending,2025-07-07,Central,REP-120
ORD-01049,CUST-4065,Webcam HD,6,211.32,pending,11/03/2024,West,REP-181
ORD-01050,CUST-8818,Webcam HD,8,109.47,completed,08-12-2024,Central,REP-180
ORD-01051,CUST-8362,Wireless Mouse,15,548.99,completed,05-09-2025,West,REP-163
ORD-01052,CUST-5824,Ergonomic Chair,11,-76.82,cancelled,31/12/2025,North,REP-155
ORD-01053,CUST-3147,Standing Desk,3,206.16,pending,2024/06/27,East,REP-183
ORD-01054,CUST-9508,4K Monitor,15,509.64,completed,08/08/2024,East,REP-112
ORD-01055,CUST-3337,Graphics Card RTX,2,257.6,pending,29/11/2025,West,REP-149
ORD-01056,CUST-1010,Tablet 10in,5,593.02,completed,14/03/2024,West,REP-158
ORD-01057,CUST-7652,4K Monitor,9,683.2,cancelled,05-18-2025,North,REP-132
ORD-01058,CUST-7308,Smart Watch,7,883.32,completed,2024-01-10,Central,REP-195
ORD-01059,CUST-3962,Tablet 10in,17,838.19,completed,2025-06-14,South,REP-143
ORD-01060,CUST-1914,LED Desk Lamp,14,578.71,cancelled,03-04-2025,Central,REP-173
ORD-01061,CUST-5904,4K Monitor,,795.77,completed,not-a-date,South,REP-151
ORD-01062,CUST-7079,Webcam HD,14,331.95,completed,2025-01-13,Central,REP-142
ORD-01063,CUST-2353,Ergonomic Chair,2,290.72,cancelled,2024/09/13,North,REP-173
ORD-01064,CUST-8935,Laptop Pro 15,18,301.5,cancelled,2024-02-02,East,REP-155
ORD-01065,CUST-6709,Ergonomic Chair,8,801.53,completed,10-09-2025,East,REP-127
ORD-01066,CUST-6085,4K Monitor,12,374.75,pending,21/07/2024,East,REP-124
ORD-01067,CUST-1969,USB-C Hub,2,841.01,completed,30/08/2024,Central,REP-196
ORD-01068,CUST-5694,External SSD 1TB,7,846.63,completed,07-09-2025,South,REP-163
ORD-01069,CUST-4247,Smart Watch,,154.59,pending,2025-03-28,East,REP-150
ORD-01069,CUST-4605,Webcam HD,11,-658.76,completed,2024/03/30,West,REP-139
ORD-01071,CUST-5862,Smart Watch,16,941.77,completed,04-30-2024,North,REP-154
ORD-01072,CUST-2666,Noise Cancelling Headphones,5,617.73,completed,2024/05/24,South,REP-134
ORD-01073,CUST-8693,Ergonomic Chair,16,272.85,pending,07/11/2025,North,REP-122
ORD-01074,CUST-5859,4K Monitor,4,192.17,refunded,2025-07-26,North,REP-149
ORD-01075,CUST-8559,Tablet 10in,10,213.8,completed,2024/06/08,East,REP-107
ORD-01076,CUST-5964,Graphics Card RTX,12,401.14,completed,05-11-2024,West,REP-130
ORD-01077,CUST-1569,Webcam HD,11,53.93,completed,17/11/2025,West,REP-193
ORD-01078,CUST-7326,Wireless Mouse,12,217.92,completed,not-a-date,South,REP-180
ORD-01079,CUST-3168,External SSD 1TB,11,192.42,completed,2025-12-20,West,REP-119
