order_id,customer_id,product,quantity,unit_price,status,order_date,region,sales_rep
ORD-02056,CUST-7673,Wireless Mouse,1,545.08,completed,19/12/2024,South,REP-198
ORD-02057,CUST-5523,Wireless Mouse,19,825.13,completed,2025/09/24,Central,REP-192
ORD-02058,CUST-5747,LED Desk Lamp,16,487.31,refunded,2025/09/15,North,REP-115
ORD-02059,CUST-2046,External SSD 1TB,15,16.16,pending,2025-09-12,East,REP-192
ORD-02060,CUST-9378,Mechanical Keyboard,11,780.69,completed,not-a-date,West,REP-100
ORD-02060,CUST-2808,USB-C Hub,12,349.82,completed,2024/06/26,West,REP-178
ORD-02062,CUST-9630,LED Desk Lamp,2,56.74,refunded,2024-01-31,West,REP-132
ORD-02063,CUST-6950,Graphics Card RTX,20,578.2,completed,06-11-2024,South,REP-148
ORD-02064,CUST-6928,4K Monitor,16,965.97,completed,16/10/2025,East,REP-127
ORD-02065,CUST-2592,Mechanical Keyboard,4,600.49,pending,06-28-2025,Central,REP-141
ORD-02066,CUST-3777,Smart Watch,10,963.16,pending,16/12/2024,West,REP-108
ORD-02067,CUST-6632,External SSD 1TB,16,808.59,completed,2024-04-26,North,REP-198
ORD-02068,CUST-8157,LED Desk Lamp,12,458.65,completed,09-03-2024,East,REP-117
ORD-02069,CUST-1131,Portable Charger,,840.53,completed,2024/03/12,South,REP-153
ORD-02070,CUST-4448,Webcam HD,8,25.58,completed,2024-01-06,South,REP-168
ORD-02071,CUST-4384,LED Desk Lamp,12,986.05,processing,12/08/2024,North,REP-121
ORD-02072,CUST-6956,Ergonomic Chair,1,171.44,completed,2025-03-18,West,REP-100
ORD-02073,CUST-4631,Standing Desk,8,336.27,completed,02-26-2025,Central,REP-159
ORD-02074,CUST-5341,Laptop Pro 15,3,10.39,cancelled,2024-02-22,South,REP-155
ORD-02075,CUST-7277,External SSD 1TB,9,557.18,pending,2024-02-10,South,REP-125
ORD-02076,CUST-3572,USB-C Hub,2,83.35,cancelled,12/01/2024,East,REP-184
ORD-02077,CUST-7891,Mechanical Keyboard,17,741.74,completed,04-30-2024,South,REP-152
ORD-02078,CUST-1174,Smart Watch,7,971.67,pending,2025/12/09,South,REP-106
ORD-02079,CUST-8784,Laptop Pro 15,20,206.42,completed,12-13-2024,South,REP-168
